발행사명,사업자번호,업종,기준년도,부채비율,부채비율점수,매출액,매출액점수,매출액 영업이익률,매출액 영업이익률점수,총자산 영업이익률,총자산 영업이익률점수,자산규모,자산규모점수,이자보상비율,이자보상비율점수,자기자본 순이익률,자기자본 순이익률점수,차입금의존도,차입금의존도점수,매출액증가율(1~9단계),매출액증가율점수,유동비율,유동비율점수,종합시공능력,종합시공능력점수,전문설비시공능력,전문설비시공능력점수,의료재단등급(1~6),의료재단등급점수,신평사등급/watch(1~7단계),신평사등급점수,주요주주지분(1~4단계),주요주주지분점수,시장금리변동(1~5단계),시장금리변동점수,상장여부(1~4단계),상장여부점수,배서인정보(1~4단계),배서인정보점수,과거이력(1~4단계),과거이력점수,업력(년수),업력점수,종합점수,등급,조정점수,조정등급,부도정보,일자,신평사등급
(주)레고켐바이오사이언스,3148182268,약학 연구개발업,2021,13.32,20.0,"32,157,006",3.5,-86.16,-3,-0.094,-2,"293,233,457",15,-402.92,-2,-12.61,0,4.13,15.0,,#N/A,13.453,10,,0.00,,0.00,,0.00,4,2,1,2,2,1,3,10,2,1,3,2,16,3,#N/A,#N/A,#N/A,#N/A,,,bbb-
(주)레드로버,1138138005,영화 및 비디오물 제작업,2021,130.84,13.5,"7,113,189",0,-33.00,-3,-0.125,-2,"18,722,599",1.5,-2.90,-1,-97.37,0,33.48,5.0,,#N/A,1.156,4,,0.00,,0.00,,0.00,1,-8,1,2,2,1,3,10,2,1,3,2,26,4,#N/A,#N/A,#N/A,#N/A,,,d
(주)레드캡투어,1118126895,자동차 임대업,2021,174.81,17.0,"222,836,190",16,9.18,13.5,0.042,4,"487,957,327",15,3.48,3,6.95,8,50.26,2.0,,#N/A,0.265,0,,0.00,,0.00,,0.00,6,4,1,2,2,1,3,10,2,1,3,3,26,4,#N/A,#N/A,#N/A,#N/A,,,BBB
(주)제이에스티나,2158103705,모조 장신용품 제조업,2021,26.60,19.0,"67,240,988",8,2.51,6,0.022,1.5,"76,885,587",8,4.05,4,64.63,13,9.13,15.0,,#N/A,3.487,9,,0.00,,0.00,,0.00,7,5,1,2,2,1,3,10,2,1,3,2,34,5,#N/A,#N/A,#N/A,#N/A,,,aa-
(주)로보스타,1138151686,로봇 제조업,2021,45.52,20.0,"139,005,693",12,0.21,2,0.002,1,"122,162,685",14,10.39,9,3.08,6,0.98,15.0,,#N/A,2.280,8,,0.00,,0.00,,0.00,3,1,5,10,2,1,3,10,2,1,3,3,23,4,#N/A,#N/A,#N/A,#N/A,,,bb-
(주)카카오엠(폐업),1388105876,음악 출판업,2017,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,2,1,,#N/A,2,1,3,2,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
(주)로옴코리아,1198102465,전자집적회로 제조업,2021,26.67,20.0,"171,450,927",14,4.33,9.5,0.055,5,"134,928,364",14,9999.00,10,8.43,8,0,15.0,,#N/A,3.090,10,,0.00,,0.00,,0.00,7,5,1,2,2,1,2,5,2,1,3,3,50,5,#N/A,#N/A,#N/A,#N/A,,,aaa
(주)로지시스,1058180119,자문 및 구축 서비스업,2021,39.71,19.0,"34,193,506",4,3.08,6,0.040,1,"26,248,059",4,36.96,10,11.77,9,4.85,15.0,,#N/A,3.431,9,,0.00,,0.00,,0.00,6,4,4,7,2,1,3,10,2,1,3,2,26,4,#N/A,#N/A,#N/A,#N/A,,,BBB+
(주)로케트이앤티(폐업),4098102596,기계 제조업,2015,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,2,1,,#N/A,2,1,3,2,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
(주)로케트전기(폐업),4098100055,일차전지 제조업,2015,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,2,1,,#N/A,2,1,3,2,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
(주)서울리거,1398112555,의약품 도매업,2021,23.65,19.0,"14,085,920",3,28.30,13,0.124,7,"32,078,555",4,2.62,1.5,-25.10,0,4.17,15.0,,#N/A,2.923,9,,0.00,,0.00,,0.00,4,2,1,2,2,1,3,10,2,1,3,2,31,5,#N/A,#N/A,#N/A,#N/A,,,bb+
(주)에이프로젠헬스케어앤게임즈,1148182858,의약품 도매업,2021,1.93,20.0,"7,896,832",0,-15.20,-3,-0.005,0,"225,657,034",15,-308.18,-2,0.50,2,0.09,15.0,,#N/A,37.959,10,,0.00,,0.00,,0.00,4,2,2,4,2,1,3,10,2,1,3,2,24,4,#N/A,#N/A,#N/A,#N/A,,,BB-
(주)롯데닷컴(폐업),1018152964,전자상거래 소매업,2017,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,2,1,,#N/A,2,1,3,2,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
롯데지알에스(주),1068123498,가공식품 도매업,2021,307.70,13.0,"674,804,630",16,-3.30,-3,-0.030,-2,"744,621,161",14,-2.14,-1,-20.00,0,51.61,2.0,,#N/A,0.979,3,,0.00,,0.00,,0.00,4,2,5,10,2,1,2,5,2,1,3,3,43,5,#N/A,#N/A,#N/A,#N/A,,,bb
(주)롯데아사히주류,1148122734,주류 도매업,2021,60.58,15.5,"17,234,945",2,-2.46,-2,-0.032,-2,"13,289,447",1.5,-32.31,-2,-11.25,0,1.67,14.0,,#N/A,2.206,7,,0.00,,0.00,,0.00,4,2,5,10,2,1,2,5,2,1,3,2,35,5,#N/A,#N/A,#N/A,#N/A,,,bb+
(주)루멘스,1358119745,	발광 다이오드 제조업,2021,126.52,17.0,"129,758,848",13,5.52,9.5,0.043,4,"165,976,497",15,6.12,5,-29.68,0,6.79,15.0,,#N/A,1.465,6,,0.00,,0.00,,0.00,4,2,1,2,2,1,3,10,2,1,3,3,26,4,#N/A,#N/A,#N/A,#N/A,,,bb+
(주)엘비루셈,5138133971,반도체소자 제조업,2021,25.68,20.0,"232,984,901",16,8.32,13.5,0.082,8,"237,707,239",15,54.01,10,12.30,10,4.58,15.0,,#N/A,3.424,10,,0.00,,0.00,,0.00,7,5,4,7,2,1,3,10,2,1,3,3,18,3,#N/A,#N/A,#N/A,#N/A,,,aa-
(주)루트로닉,2298128272,전기식 진단 기기 제조업,2021,38.14,20.0,"136,862,798",13,18.55,15.5,0.148,10,"171,561,148",15,34.11,10,22.37,13,9.55,15.0,,#N/A,2.920,10,,0.00,,0.00,,0.00,7,5,1,2,2,1,3,10,2,1,3,3,25,4,#N/A,#N/A,#N/A,#N/A,,,a
(주)루튼,2148106131,비주거용 건물 임대업,2021,29.79,19.0,"484,650",0,-240.43,-3,-0.037,-2,"31,152,379",4,-4.40,-2,18.50,10,18.43,12.0,,#N/A,2.389,7,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,2,48,5,#N/A,#N/A,#N/A,#N/A,,,bb-
(주)룽투코리아,1078149583,소프트웨어 개발 및 공급업,2021,7.74,19.0,"35,038,458",3.5,-11.01,-3,-0.054,-2,"71,347,899",8,-244.42,-2,-14.54,0,0.24,15.0,,#N/A,9.610,10,,0.00,,0.00,,0.00,7,5,1,2,2,1,3,10,2,1,3,2,29,4,#N/A,#N/A,#N/A,#N/A,,,aa-
(주)상지카일룸,1298104500,	단독 주택 건설업,2021,20.92,20.0,"12,435,189",1,-26.21,-3,-0.036,-2,"90,649,335",8,-0.59,-1,-40.38,0,10.36,13.0,,#N/A,3.048,9,,0.00,,0.00,,0.00,3,1,2,4,2,1,3,10,2,1,3,2,43,5,#N/A,#N/A,#N/A,#N/A,,,bb-
(주)리노스,2148607396,케이스 도매업,2021,28.66,20.0,"85,709,845",10,1.95,4,0.018,1.5,"90,677,549",8,8.93,7,1.46,4,15.21,13.0,,#N/A,6.254,10,,0.00,,0.00,,0.00,5,3,2,4,2,1,3,10,2,1,3,2,31,5,#N/A,#N/A,#N/A,#N/A,,,bbb+
(주)유씨아이(회생절차),4098106684,일반 교과 학원,2021,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,2,1,,#N/A,2,1,3,2,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
(주)리치몬트코리아,1028141612,귀금속제품 도매업,2021,209.22,15.0,"1,185,584,435",16,8.22,13.5,0.129,10,"754,529,886",15,39.61,10,28.56,13,30.7,8.0,,#N/A,1.881,7,,0.00,,0.00,,0.00,6,4,1,2,2,1,2,5,2,1,3,3,25,4,#N/A,#N/A,#N/A,#N/A,,,bbb+
(주)에어퍼스트,5068100604,	산업용 가스 제조업,2021,27.78,20.0,"400,639,936",16,17.56,15.5,0.033,4,"2,114,194,927",15,29.78,10,4.07,6,10.39,14.0,,#N/A,1.000,5,,0.00,,0.00,,0.00,7,5,1,2,2,1,2,5,2,1,3,3,47,5,#N/A,#N/A,#N/A,#N/A,,,A
(주)링네트,1138160244,컴퓨터시스템 통합 서비스업,2021,75.55,18.0,"210,841,707",16,4.65,9.5,0.077,7,"127,891,399",14,128.89,10,11.36,10,2.15,15.0,,#N/A,1.902,7,,0.00,,0.00,,0.00,6,4,1,2,2,1,3,10,2,1,3,3,22,4,#N/A,#N/A,#N/A,#N/A,,,A-
(주)마니커,1358103151,가금류 처리업,2021,307.23,13.0,"253,343,657",16,-4.99,-3,-0.066,-2,"192,796,025",14,-3.80,-2,-83.61,0,42.36,5.0,,#N/A,0.806,3,,0.00,,0.00,,0.00,4,2,4,7,2,1,4,15,2,1,3,3,37,5,#N/A,#N/A,#N/A,#N/A,,,BB
마제스티골프코리아(주),1298160841,경기용품 도매업,2021,189.70,13.0,"58,419,451",7,25.40,14,0.238,10,"62,286,107",7,10.79,8,56.61,13,42.17,3.0,,#N/A,0.496,-1,,0.00,,0.00,,0.00,5,3,1,2,2,1,2,5,2,1,3,2,19,3,#N/A,#N/A,#N/A,#N/A,,,bbb+
안셀코리아(주),4068103636,의복액세서리 제조업,2021,4.81,17.5,"2,077,029",0,-20.29,-3,-0.017,0,"24,512,400",4,-0.46,-1,-4.62,0,0.34,14.0,,#N/A,1.496,5,,0.00,,0.00,,0.00,4,2,1,2,2,1,2,5,2,1,3,2,24,4,#N/A,#N/A,#N/A,#N/A,,,bbb-
(주)마이다스아이티,1298136924,소프트웨어 개발 및 공급업,2021,48.77,20.0,"52,974,906",7,26.63,14,0.086,8,"164,650,099",15,28.65,10,8.71,7,12.15,14.0,,#N/A,3.442,9,,0.00,,0.00,,0.00,7,5,1,2,2,1,2,5,2,1,3,2,22,4,#N/A,#N/A,#N/A,#N/A,,,aa-
(주)마이크로컨텍솔루션,6218137017,반도체 기계 제조업,2021,22.54,19.0,"60,327,599",7,11.99,14,0.142,10,"51,057,392",6,722.92,10,19.77,11,1.9,15.0,,#N/A,3.887,10,,0.00,,0.00,,0.00,6,4,1,2,2,1,3,10,2,1,3,2,23,4,#N/A,#N/A,#N/A,#N/A,,,BBB+
(주)글로앤웰(채무불이행),2208151330,전기용 기자재 도매업,,9999.00,0.0,,0,,1,,1,,0,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,2,1,,#N/A,2,1,3,2,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
(주)마주코통상,2078129698,광업 지원 서비스업,2021,34.87,19.0,"2,500,518",0,56.88,13,0.032,1,"44,973,977",6,13.72,7,15.07,10,0,15.0,,#N/A,0.778,2,,0.00,,0.00,,0.00,7,5,1,2,2,1,2,5,2,1,3,2,33,5,#N/A,#N/A,#N/A,#N/A,,,a+
(주)마크로젠,2088124115,약학 연구개발업,2021,47.57,20.0,"100,085,517",11,7.18,11.5,0.032,4,"225,015,810",15,8.67,7,11.33,10,13.48,14.0,,#N/A,1.269,5,,0.00,,0.00,,0.00,7,5,3,5,2,1,3,10,2,1,3,3,25,4,#N/A,#N/A,#N/A,#N/A,,,A
에이치엘만도(주),1258625094,자동차용 신품 부품 제조업,2021,181.60,15.0,"2,895,766,690",16,0.93,2,0.008,1,"3,253,030,773",15,0.72,2,1.78,4,47.75,5.0,,#N/A,0.998,3,,0.00,,0.00,,0.00,7,5,4,7,2,1,4,15,2,1,3,3,8,2,#N/A,#N/A,#N/A,#N/A,,,aa-
(주)만앤휴멜코리아,1358106385,자동차용 신품 부품 제조업,2021,151.58,15.0,"214,266,851",16,4.07,9.5,2.792,10,"76,734,521",7,718.95,10,30.57,13,0,15.0,,#N/A,1.217,5,,0.00,,0.00,,0.00,7,5,1,2,2,1,2,5,2,1,3,3,34,5,#N/A,#N/A,#N/A,#N/A,,,A+
(주)만희기전,2208116411,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,2,1,,#N/A,2,1,3,2,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
(주)매커스,2208740140,전기용 기자재 도매업,2021,82.14,18.0,"128,489,156",13,15.85,15.5,0.148,10,"137,663,780",14,140.94,10,30.08,13,0,15.0,,#N/A,1.928,7,,0.00,,0.00,,0.00,7,5,1,2,2,1,3,10,2,1,3,3,16,3,#N/A,#N/A,#N/A,#N/A,,,A-
(주)맥산,6218101805, 기계 및 장비 도매업,2019,5.68,16.0,,0,"-9,999.00",-3,,1,,0.5,9999.00,8.5,-0.80,0,0,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,4,2,1,2,2,1,1,2,2,1,3,2,33,5,#N/A,#N/A,#N/A,#N/A,,,bb+
(주)맥선,2208104860,기체연료 도매업,2021,42.81,20.0,"123,840,480",12,1.94,5.5,0.028,2,"85,926,165",8,9999.00,10,9.88,8,0,15.0,,#N/A,1.104,5,,0.00,,0.00,,0.00,7,5,1,2,2,1,2,5,2,1,3,3,29,4,#N/A,#N/A,#N/A,#N/A,,,A-
(주)통통,1208190256,창작 및 예술관련 서비스업,2021,28.89,16.0,"786,309",0,-101.41,-3,-0.199,-2,"4,011,193",0.5,-15.80,-2,-19.84,0,12.47,10.0,,#N/A,4.236,8,,0.00,,0.00,,0.00,2,-3,1,2,2,1,1,2,2,1,3,2,23,4,#N/A,#N/A,#N/A,#N/A,,,b+
(주)머큐리,1378131255,통신장비 제조업,2021,72.66,18.0,"121,604,104",12,4.64,9.5,0.038,3,"149,700,636",14,4.27,5,6.78,8,26.22,11.0,,#N/A,1.870,7,,0.00,,0.00,,0.00,7,5,4,7,2,1,3,10,2,1,3,3,22,4,#N/A,#N/A,#N/A,#N/A,,,A
(주)멀티캠퍼스,1048153114,직원훈련기관,2021,88.45,19.0,"295,822,269",16,8.53,13.5,0.103,10,"244,329,814",15,33.34,10,16.15,12,15.91,14.0,,#N/A,1.691,7,,0.00,,0.00,,0.00,7,5,5,10,2,1,3,10,2,1,3,3,22,4,#N/A,#N/A,#N/A,#N/A,,,a+
(주)메가마트,1198100851,종합 소매업,2021,276.03,13.0,"504,820,330",16,-2.93,0,-0.034,-2,"440,274,828",14,-2.37,-1,-8.28,0,49.84,5.0,,#N/A,0.254,0,,0.00,,0.00,,0.00,4,2,4,7,2,1,2,5,2,1,3,3,47,5,#N/A,#N/A,#N/A,#N/A,,,bb+
(주)메가엠디,1208662487,온라인 교육 학원,2021,55.02,20.0,"71,840,964",9,14.63,14,0.088,7,"118,905,436",12,40.49,10,13.41,9,1.78,15.0,,#N/A,1.697,6,,0.00,,0.00,,0.00,7,5,4,7,2,1,3,10,2,1,3,2,18,3,#N/A,#N/A,#N/A,#N/A,,,aa
(주)메가젠임플란트,5048143999,신체보정용 기기 제조업,2021,100.47,19.0,"165,442,453",15,20.72,15.5,0.166,10,"205,942,353",15,31.80,10,31.55,13,28.08,11.0,,#N/A,1.333,6,,0.00,,0.00,,0.00,6,4,1,2,2,1,2,5,2,1,3,3,20,4,#N/A,#N/A,#N/A,#N/A,,,a-
(주)메디카코리아,1208165228,	완제 의약품 제조업,2021,35.27,20.0,"89,200,948",11,7.02,10,0.055,5,"114,709,167",12,50.28,10,8.85,8,10.78,13.0,,#N/A,2.962,9,,0.00,,0.00,,0.00,7,5,1,2,2,1,2,5,2,1,3,2,46,5,#N/A,#N/A,#N/A,#N/A,,,aa-
(주)메디칼드림,1268150058,의료용 기기 제조업,2021,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,2,1,,#N/A,2,1,3,2,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
(주)메디톡스,3128142130,항생물질 제조업,2021,40.88,20.0,"168,715,458",15,25.82,15.5,0.080,8,"547,093,104",15,9.49,7,35.18,13,22.1,11.0,,#N/A,1.432,6,,0.00,,0.00,,0.00,7,5,1,2,2,1,3,10,2,1,3,3,22,4,#N/A,#N/A,#N/A,#N/A,,,a+
(주)메디프론디비티,2038123576,소프트웨어 도매업,2021,16.10,19.0,"49,250,938",6,1.75,4,0.018,1,"49,097,276",6,2.08,2,-19.27,0,7.42,15.0,,#N/A,3.098,9,,0.00,,0.00,,0.00,5,3,2,4,2,1,3,10,2,1,3,2,25,4,#N/A,#N/A,#N/A,#N/A,,,BB+
(주)메지온,2048172221,항생물질 제조업,2021,30.26,19.0,"26,653,873",3.5,-21.21,-3,-0.069,-2,"81,797,243",8,-21.21,-2,-22.75,0,3.65,15.0,,#N/A,3.581,10,,0.00,,0.00,,0.00,3,1,1,2,2,1,3,10,2,1,3,2,20,4,#N/A,#N/A,#N/A,#N/A,,,bb-
(주)엠씨씨옴니채널(폐업),1208608969,컴퓨터시스템 통합 서비스업,2017,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,2,1,,#N/A,2,1,3,2,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
(주)메타바이오메드,3158135211,의약 관련제품 제조업,2021,65.06,18.0,"53,334,788",7,7.13,10,0.039,2,"97,301,501",8,3.73,2,12.17,9,32.04,7.0,,#N/A,1.156,4,,0.00,,0.00,,0.00,5,3,1,2,2,1,3,10,2,1,3,2,23,4,#N/A,#N/A,#N/A,#N/A,,,bbb+
(주)멜파스,1198135461,전자부품 제조업,2021,68.79,17.0,"24,003,294",2,3.93,5,0.015,1.5,"61,748,644",8,0.39,0.5,-38.42,0,32.58,6.0,,#N/A,0.668,2,,0.00,,0.00,,0.00,4,2,1,2,2,1,3,10,2,1,3,2,22,4,#N/A,#N/A,#N/A,#N/A,,,bb+
(주)명진티에스알,6038108120,비경화 고무제품 제조업,2021,42.52,20.0,"52,025,757",7,5.41,8,0.030,2,"93,421,582",8,36.38,10,5.41,5,12.57,13.0,,#N/A,1.105,4,,0.00,,0.00,,0.00,6,4,1,2,2,1,2,5,2,1,3,2,36,5,#N/A,#N/A,#N/A,#N/A,,,BBB
(주)명화금속,1348113603,나사제품 제조업,2021,71.14,18.0,"41,222,939",7,10.60,14,0.045,2,"98,165,276",8,10.32,8,7.20,7,35.14,7.0,,#N/A,3.008,9,,0.00,,0.00,,0.00,6,4,1,2,2,1,2,5,2,1,3,2,32,5,#N/A,#N/A,#N/A,#N/A,,,BBB
(주)모간,1298102652,비금속 광물제품 제조업,2021,26.86,19.0,"64,628,687",7,7.20,10,0.076,6,"60,980,790",8,226.22,10,2.29,5,0,15.0,,#N/A,3.001,9,,0.00,,0.00,,0.00,7,5,1,2,2,1,2,5,2,1,3,2,44,5,#N/A,#N/A,#N/A,#N/A,,,A
(주)엠에스에스글로벌,3068101420,위생용 종이제품 제조업,2021,44.21,19.0,"29,426,729",4,4.99,8,0.032,1,"46,223,851",6,3.02,2,3.23,5,25.12,9.0,,#N/A,0.536,2,,0.00,,0.00,,0.00,7,5,4,7,2,1,2,5,2,1,3,2,46,5,#N/A,#N/A,#N/A,#N/A,,,A-
(주)모나리자,1098107177,	위생용 종이제품 제조업,2021,24.89,20.0,"106,399,396",10,3.23,7.5,0.037,2,"93,955,501",8,17.64,10,4.46,6,3.23,15.0,,#N/A,1.906,7,,0.00,,0.00,,0.00,7,5,4,7,2,1,4,15,2,1,3,3,45,5,#N/A,#N/A,#N/A,#N/A,,,A-
(주)모나미,1208108227,사무용품·· 도매업,2021,89.60,19.0,"97,394,976",10,2.08,6,0.013,2,"155,140,257",14,1.32,2,14.79,10,30.73,8.0,,#N/A,1.406,5,,0.00,,0.00,,0.00,6,4,1,2,2,1,4,15,2,1,3,2,55,5,#N/A,#N/A,#N/A,#N/A,,,BBB
(주)모닝글로리,1058163968,문구용 종이제품 제조업,2021,101.13,17.0,"42,040,055",6,1.80,4,0.015,1.5,"51,674,949",6,2.42,2,1.95,3,24.48,9.0,,#N/A,2.064,7,,0.00,,0.00,,0.00,5,3,1,2,2,1,2,5,2,1,3,2,41,5,#N/A,#N/A,#N/A,#N/A,,,bbb+
(주)모다(폐업),5038153631, 종합 소매업,2015,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,2,1,,#N/A,2,1,3,2,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
(주)모두투어네트워크,2028145295,	여행사업,2021,89.59,18.0,"4,084,725",0,-500.02,-3,-0.178,-2,"114,530,560",12,-470.52,-2,-7.85,0,0.13,15.0,,#N/A,1.408,5,,0.00,,0.00,,0.00,5,3,1,2,2,1,3,10,2,1,3,2,33,5,#N/A,#N/A,#N/A,#N/A,,,bbb+
(주)모렉스,1348146405,자동차 부품 제조업,2021,77.11,17.0,"65,224,263",7.5,-6.24,-3,-0.049,-2,"83,006,585",8,-13.86,-2,-0.39,1,26.02,9.0,,#N/A,0.195,-1,,0.00,,0.00,,0.00,5,3,1,2,2,1,2,5,2,1,3,2,23,4,#N/A,#N/A,#N/A,#N/A,,,bbb+
(주)인지소프트,2208178872,소프트웨어 개발 및 공급업,2021,41.57,19.0,"5,583,324",0,8.01,11,0.009,1,"51,212,232",6,0.38,0.5,27.19,12,23.3,9.0,,#N/A,1.198,4,,0.00,,0.00,,0.00,5,3,1,2,2,1,3,10,2,1,3,2,22,4,#N/A,#N/A,#N/A,#N/A,,,bbb
(주)모베이스,1198130151,이동전화기 제조업,2021,23.74,20.0,"27,820,554",5,38.55,14,0.052,6,"207,537,480",15,12.50,8,10.88,9,15.89,14.0,,#N/A,2.326,7,,0.00,,0.00,,0.00,7,5,1,2,2,1,3,10,2,1,3,2,23,4,#N/A,#N/A,#N/A,#N/A,,,a+
(주)모보,1398121321,케이블 제조업,2021,322.27,9.0,"174,814,360",14,1.22,5.5,0.036,2,"58,803,570",4,1.73,2,7.25,8,28.29,9.0,,#N/A,1.356,6,,0.00,,0.00,,0.00,4,2,5,10,2,1,2,5,2,1,3,3,38,5,#N/A,#N/A,#N/A,#N/A,,,bb+
(주)모아종합건설,4098151156,아파트 건설업,2021,61.10,19.0,"241,184,249",16,18.52,15.5,0.157,10,"285,403,802",15,12.29,9,20.62,13,16.75,14.0,,#N/A,3.861,10,,0.00,,0.00,,0.00,3,1,4,7,2,1,2,5,2,1,3,3,23,4,#N/A,#N/A,#N/A,#N/A,,,bb
(주)모아주택산업,4108105856,아파트 건설업,2021,21.00,20.0,"8,416,743",1,-33.63,-3,-0.011,0,"268,567,312",15,-5.42,-2,8.34,6,4.84,15.0,,#N/A,21.794,10,,0.00,,0.00,,0.00,5,3,1,2,2,1,2,5,2,1,3,2,36,5,#N/A,#N/A,#N/A,#N/A,,,bbb+
(주)모아텍,1178101820,전기용 기자재 도매업,2021,8.41,19.0,"30,360,125",3.5,-5.85,-3,-0.024,-2,"72,831,177",8,-2462.61,-2,-2.56,1,0,15.0,,#N/A,10.327,10,,0.00,,0.00,,0.00,4,2,4,7,2,1,3,10,2,1,3,2,33,5,#N/A,#N/A,#N/A,#N/A,,,bb+
(주)넥스피안,1198150730,통신장비 제조업,2021,9999.00,0.5,"44,064,230",7,7.79,10,0.394,9,"8,713,959",0.5,9999.00,10,,3,0,14.0,,#N/A,0.761,2,,0.00,,0.00,,0.00,1,-8,1,2,2,1,2,5,2,1,3,2,21,4,#N/A,#N/A,#N/A,#N/A,,,ccc+
(주)모텍스,1308127459,인쇄 제조업,2021,25.31,17.5,"11,132,582",1,2.01,5,0.011,1,"20,484,894",4,1020.12,9,5.21,4,3.71,14.0,,#N/A,2.858,9,,0.00,,0.00,,0.00,5,3,1,2,2,1,2,5,2,1,3,2,34,5,#N/A,#N/A,#N/A,#N/A,,,BB+
(주)모토닉,1018102940,자동차부품제조업,2021,6.92,20.0,"196,083,916",15,7.50,11.5,0.033,4,"450,511,036",15,354.58,10,4.04,6,0.02,15.0,6,5.0,14.764,10,,0.00,,0.00,,0.00,7,5,2,4,2,1,4,15,2,1,3,3,50,5,145.50,A급,130.95,준A급,,,aaa
(주)모헨즈,3128115972,레미콘제조업,2021,56.14,17.5,"29,821,487",4,0.48,2,0.006,1,"22,173,334",4,17.45,10,-2.04,1,0.44,14.0,4,1.0,1.938,6,,0.00,,0.00,,0.00,6,4,1,2,2,1,3,10,2,1,3,2,53,5,85.50,준B급,76.95,C급,,,a
(주)목우강재,4098111149,금속제품도매업,2021,59.27,16.0,"53,322,378",6,3.33,6,0.112,6,"15,909,617",1.5,29.32,8.5,15.07,9.5,8.4,13.0,6,3.0,2.484,6,,0.00,,0.00,,0.00,5,3,2,4,2,1,1,2,2,1,3,2,33,5,93.50,준B급,84.15,준B급,,,BB+
(주)무궁화,1278107762,세제제조업,2021,73.88,17.0,"43,051,006",6,-3.93,-3,-0.027,-2,"61,612,725",8,-4.65,-2,-6.84,0,27.98,9.0,5,3.0,0.474,-1,,0.00,,0.00,,0.00,5,3,1,2,2,1,2,5,2,1,3,2,40,5,54.00,거절의견,48.60,거절의견,,,BB+
(주)무학,6088107131,소주제조업,2021,29.22,20.0,"121,875,341",12,-0.30,0,-0.001,0,"637,795,276",15,-0.41,-1,-3.24,0,11.21,14.0,2,-1.5,0.287,0,,0.00,,0.00,,0.00,6,4,2,4,2,1,4,15,2,1,3,3,50,5,91.50,준B급,82.35,준B급,,,a+
(주)미광스포렉스,5038153835,상품중개업,2021,169.16,15.0,"7,805,422",0,-3.54,-3,-0.009,0,"30,492,142",3,0.62,0.5,1.79,2,52.27,0.0,3,-1.0,0.671,2,,0.00,,0.00,,0.00,3,1,2,4,2,1,2,5,2,1,3,2,21,4,36.50,거절의견,32.85,거절의견,,,bb
(주)미디어윌,1308637705,신문발행업,2021,22.95,20.0,"72,652,406",9,7.74,10,0.058,4,"97,213,555",8,174.70,10,12.43,9,0.51,15.0,5,3.0,2.924,9,,0.00,,0.00,,0.00,6,4,1,2,2,1,2,5,2,1,3,2,15,3,115.00,준A급,103.50,B급,,,aa+
(주)미디어윌홀딩스,1308134154,정기간행물발행업,2021,5.79,20.0,"29,348,403",5,82.16,14,0.114,10,"210,877,839",15,934.08,10,12.84,9,0,15.0,7,7.0,35.810,10,,0.00,,0.00,,0.00,6,4,1,2,2,1,2,5,2,1,3,2,31,5,135.00,A급,121.50,준A급,,,aa
(주)미래아이앤지,1148110728,소프트웨어개발공급업,2021,40.22,20.0,"7,807,922",0,11.52,13,0.009,1,"99,668,333",8,1.63,0.5,-22.52,0,24.52,10.0,5,3.0,11.189,10,,0.00,,0.00,,0.00,5,3,2,4,2,1,4,15,2,1,3,2,52,5,96.50,B급,86.85,준B급,,,BB+
